"SampleID","Sample","Analyte","spiked_concentration","Estimated_C0","Estimated_C0_error","total_concentration","intensity","predicted_baseline","predicted_proposed","error_baseline","error_proposed","abs_error_baseline","abs_error_proposed"
"250318_132132.mea","pool","heptanone",10,2.94,1.611,12.94,1208.56115670598,8.06551099681142,9.89541731421377,-4.87448900318858,-3.04458268578623,4.87448900318858,3.04458268578623
"250319_234908.mea","pool","heptanone",10,2.94,1.611,12.94,1551.67455407996,11.4537188075435,14.0523430499455,-1.4862811924565,1.11234304994547,1.4862811924565,1.11234304994547
"250320_131223.mea","pool","heptanone",10,2.94,1.611,12.94,1583.66919738554,11.8141555917311,14.4945558739487,-1.12584440826895,1.5545558739487,1.12584440826895,1.5545558739487
"250327_140707.mea","pool","heptanone",10,2.94,1.611,12.94,1388.82516018365,9.7468580209778,11.9582290146398,-3.1931419790222,-0.981770985360164,3.1931419790222,0.981770985360164
"250327_151205.mea","pool","heptanone",15,2.94,1.611,17.94,1766.04657180689,14.0560155984989,17.245049963633,-3.88398440150111,-0.694950036366958,3.88398440150111,0.694950036366958
"250318_195135.mea","pool","heptanone",15,2.94,1.611,17.94,1810.33098507993,14.6550484098699,17.979991575611,-3.28495159013015,0.0399915756109799,3.28495159013015,0.0399915756109799
"250320_061907.mea","pool","heptanone",15,2.94,1.611,17.94,1937.71738255435,16.5177974245074,20.265361821683,-1.42220257549256,2.32536182168299,1.42220257549256,2.32536182168299
"250320_194227.mea","pool","heptanone",15,2.94,1.611,17.94,1750.36945892987,13.8494796393658,16.9916550445979,-4.09052036063425,-0.948344955402067,4.09052036063425,0.948344955402067
"250318_174132.mea","pool","heptanone",20,2.94,1.611,22.94,2019.04380382862,17.8255006461785,21.8697572662733,-5.1144993538215,-1.07024273372675,5.1144993538215,1.07024273372675
"250320_040907.mea","pool","heptanone",20,2.94,1.611,22.94,2196.98434701561,21.0262986231338,25.7967535511937,-1.91370137686622,2.85675355119372,1.91370137686622,2.85675355119372
"250320_173226.mea","pool","heptanone",20,2.94,1.611,22.94,2179.76005436708,20.6970859324462,25.3928489553439,-2.24291406755383,2.45284895534394,2.24291406755383,2.45284895534394
"250326_223939.mea","pool","heptanone",20,2.94,1.611,22.94,2163.29402006762,20.3859540811711,25.0111273868869,-2.55404591882888,2.07112738688689,2.55404591882888,2.07112738688689
"250318_142630.mea","pool","heptanone",30,2.94,1.611,32.94,2127.1886401497,19.7167207535228,24.1900581377993,-13.2232792464772,-8.74994186220073,13.2232792464772,8.74994186220073
"250320_005407.mea","pool","heptanone",30,2.94,1.611,32.94,2635.48629077266,29.7306229282075,36.4759183891078,-3.20937707179255,3.53591838910779,3.20937707179255,3.53591838910779
"250320_141723.mea","pool","heptanone",30,2.94,1.611,32.94,2615.09866627755,29.3542000443527,36.0140925328372,-3.58579995564729,3.07409253283718,3.58579995564729,3.07409253283718
"250327_120003.mea","pool","heptanone",30,2.94,1.611,32.94,2466.19859406905,26.4516341909666,32.4529913933561,-6.48836580903336,-0.487008606643897,6.48836580903336,0.487008606643897
"250319_001138.mea","s1","heptanone",0,1.005,0.594,1.005,171.815672860427,0.92397131155529,1.13360228729656,-0.0810286884447102,0.128602287296564,0.0810286884447102,0.128602287296564
"250327_225223.mea","s1","heptanone",0,1.005,0.594,1.005,180.967795699012,0.97477187629377,1.19592850420752,-0.0302281237062294,0.190928504207524,0.0302281237062294,0.190928504207524
"250401_212300.mea","s1","heptanone",0,1.005,0.594,1.005,169.084973651035,0.90881405630264,1.11500614799153,-0.0961859436973597,0.110006147991526,0.0961859436973597,0.110006147991526
"250319_022136.mea","s1","heptanone",5,1.005,0.594,6.005,862.449972113242,5.29349798833217,6.49448890060482,-0.711502011667829,0.489488900604822,0.711502011667829,0.489488900604822
"250327_183235.mea","s1","heptanone",5,1.005,0.594,6.005,844.13237506591,5.1602564631778,6.3310174856497,-0.844743536822205,0.3260174856497,0.844743536822205,0.3260174856497
"250401_222756.mea","s1","heptanone",5,1.005,0.594,6.005,881.995336001192,5.4370121179879,6.67056357262387,-0.5679878820121,0.665563572623872,0.5679878820121,0.665563572623872
"250318_230636.mea","s1","heptanone",7.5,1.005,0.594,8.505,1155.7458423693,7.60747748871041,9.33346498306641,-0.897522511289587,0.828464983066413,0.897522511289587,0.828464983066413
"250327_172738.mea","s1","heptanone",7.5,1.005,0.594,8.505,1380.06594614355,9.66034547968065,11.8520884738375,1.15534547968065,3.34708847383754,1.15534547968065,3.34708847383754
"250402_003753.mea","s1","heptanone",7.5,1.005,0.594,8.505,1235.07435295415,8.30078536436382,10.1840708231097,-0.20421463563618,1.67907082310974,0.20421463563618,1.67907082310974
"250318_205635.mea","s1","heptanone",10,1.005,0.594,11.005,1433.30040411086,10.1934595991756,12.5061557351167,-0.811540400824439,1.50115573511675,0.811540400824439,1.50115573511675
"250327_235720.mea","s1","heptanone",10,1.005,0.594,11.005,1449.19065604523,10.3564039961512,12.7060690211719,-0.648596003848828,1.70106902117191,0.648596003848828,1.70106902117191
"250401_233254.mea","s1","heptanone",10,1.005,0.594,11.005,1473.70331317069,10.6114374297912,13.0189645408659,-0.393562570208775,2.01396454086593,0.393562570208775,2.01396454086593
"250319_032637.mea","s1","heptanone",15,1.005,0.594,16.005,1850.23434474259,15.2154780408253,18.6675717023689,-0.789521959174659,2.66257170236894,0.789521959174659,2.66257170236894
"250327_204229.mea","s1","heptanone",15,1.005,0.594,16.005,1777.44436941068,14.2079690954461,17.4314787299246,-1.79703090455395,1.42647872992456,1.79703090455395,1.42647872992456
"250401_201804.mea","s1","heptanone",15,1.005,0.594,16.005,1900.01654652043,15.9437680861526,19.5610964805448,-0.0612319138473971,3.55609648054481,0.0612319138473971,3.55609648054481
"250319_011637.mea","s1","heptanone",20,1.005,0.594,21.005,2121.73887564995,19.6172124283615,24.0679733245619,-1.38778757163852,3.06297332456186,1.38778757163852,3.06297332456186
"250327_193731.mea","s1","heptanone",20,1.005,0.594,21.005,2163.46212275551,20.3891184003801,25.0150096280865,-0.615881599619943,4.0100096280865,0.615881599619943,4.0100096280865
"250402_014250.mea","s1","heptanone",20,1.005,0.594,21.005,2186.64945471182,20.8282668254991,25.5537922211734,-0.176733174500853,4.54879222117343,0.176733174500853,4.54879222117343
"250318_220135.mea","s1","heptanone",30,1.005,0.594,31.005,2474.08444722427,26.610752398588,32.6482104027066,-4.39424760141199,1.64321040270663,4.39424760141199,1.64321040270663
"250327_214726.mea","s1","heptanone",30,1.005,0.594,31.005,2601.7404213056,29.1045705762549,35.7078270325199,-1.90042942374512,4.70282703251985,1.90042942374512,4.70282703251985
"250402_024748.mea","s1","heptanone",30,1.005,0.594,31.005,2623.7406672338,29.5144464092768,36.2106956562644,-1.49055359072321,5.20569565626438,1.49055359072321,5.20569565626438
